x,y
0.101704,-0.785193
0.187552,-0.632893
0.091709,-0.867450
0.688777,0.765241
0.912952,1.272104
0.572958,0.515562
0.423212,0.083724
0.039437,-0.904295
0.218768,-0.487266
0.492717,0.375183
0.546695,0.240349
0.390392,-0.074433
0.547677,0.318378
0.335571,-0.127014
0.981253,1.467088
0.268699,-0.067478
0.999068,1.353431
0.380402,-0.171479
0.077358,-0.621527
0.642866,0.522888
0.408757,0.004921
0.130085,-0.816392
0.837834,1.088434
0.514174,0.330096
0.728549,0.839612
0.643058,0.658555
0.514424,0.251078
0.602692,0.571680
0.668893,0.606974
0.776394,0.889323
0.485398,0.197883
0.888481,1.302983
0.196602,-0.620669
0.719137,0.691078
0.747574,0.755167
0.139563,-0.614108
0.254106,-0.323379
0.039942,-0.770607
0.266884,-0.382326
0.426251,0.104797
0.889932,1.419732
0.833545,1.138137
0.799406,1.081918
0.929959,1.386429
0.876604,1.341890
0.265715,-0.380766
0.596695,0.491800
0.939677,1.202928
0.793997,0.922530
0.074540,-0.788152
0.735220,0.806974
0.782567,0.855207
0.401004,-0.074905
0.838262,1.099091
0.338824,-0.175176
0.501931,0.249042
0.014391,-0.939964
0.255959,-0.345574
0.697736,0.779640
0.648383,0.704145
0.488070,-0.184041
0.130701,-0.588245
0.223901,-0.653417
0.753055,0.894074
0.757138,1.038804
0.148188,-0.660581
0.451115,0.084546
0.514722,0.261116
0.251105,-0.271079
0.164426,-0.480275
0.296101,-0.156745
0.750964,1.002695
0.187896,-0.506683
0.814878,1.014143
0.140946,-0.614920
0.354768,-0.194099
0.406580,0.062542
0.517773,0.191512
0.774979,1.094585
0.287903,-0.347851
0.759925,1.113283
0.440940,0.127021
0.596964,0.320636
0.506407,0.443656
0.615698,0.332734
0.391782,-0.102364
0.037538,-0.899808
0.956986,1.265277
0.514546,0.304760
0.522256,0.252113
0.191648,-0.272081
0.384619,-0.120764
0.211476,-0.313975
0.171804,-0.457216
0.417797,0.056892
0.960515,1.270855
0.612495,0.620571
0.750393,0.822504
0.762398,1.002345
0.365503,-0.314672
0.083018,-0.839096
0.697418,0.858598
0.726695,0.923687
0.622281,0.591621
0.511037,0.278230
0.233454,-0.486682
0.500684,0.186825
0.557944,0.268990
0.445708,0.409629
0.979761,1.506883
0.865708,1.193169
0.224073,-0.453775
0.267149,-0.351372
0.924057,1.275675
0.803423,0.828840
0.174558,-0.617016
0.981548,1.506402
0.491502,0.150611
0.016746,-0.832834
0.780627,0.949256
0.971752,1.450417
0.220858,-0.477727
0.941105,1.166697
0.841791,1.126052
0.111704,-0.761737
0.546741,0.541242
0.736654,0.873901
0.621140,0.468590
0.702669,0.813430
0.577416,0.350209
0.284665,-0.225769
0.365136,-0.142537
0.263967,-0.451820
0.470553,0.203039
0.692098,0.781229
0.714346,0.887336
0.329626,-0.185357
0.483007,0.185635
0.736114,0.880759
0.584135,0.569320
0.810510,0.870818
0.584295,0.344445
0.792498,0.922271
0.401227,0.109300
0.332528,-0.121534
0.745459,0.873206
0.533009,0.383340
0.802986,1.037547
0.353226,-0.033660
0.173648,-0.550557
0.074430,-0.820322
0.601169,0.545343
0.491899,0.139987
0.569647,0.277379
0.147521,-0.546688
0.203701,-0.390480
0.974799,1.417884
0.137617,-0.620642
0.103682,-0.842084
0.015522,-1.009476
0.796639,0.846506
0.742283,0.765693
0.015931,-0.999085
0.444391,0.161946
0.864044,1.180295
0.827261,1.052032
0.552619,0.366728
0.922727,1.171284
0.821651,1.021015
0.222751,-0.456064
0.174458,-0.771541
0.678113,0.464018
0.626624,0.521881
0.734657,0.976775
0.683535,0.535259
0.973628,1.401229
0.115464,-0.726710
0.781376,0.985052
0.098883,-0.727987
0.930413,1.442285
0.651016,0.613327
0.129913,-0.752133
0.908959,1.286062
0.316377,-0.269691
0.322282,-0.093991
0.652952,0.780807
0.169493,-0.651114
0.075934,-0.977746
0.823238,0.969791
0.952229,1.204200
0.951037,1.573219
0.601913,0.600626
0.121836,-0.610017
0.532727,0.441609
0.652535,0.821623
0.181968,-0.650065
0.534209,0.444783
0.435764,0.041910
0.203169,-0.536147
0.961429,1.385272
0.550545,0.695063
0.077768,-0.555472
0.703133,0.691995
0.364029,0.006199
0.090306,-0.768727
0.498689,0.147658
0.889079,1.253530
0.096273,-0.816002
0.718400,0.942686
0.210829,-0.496804
0.650649,0.746322
0.503801,0.383028
0.528782,0.286968
0.598309,0.543692
0.979581,1.398878
0.397509,0.030206
0.576943,0.461224
0.398405,-0.008606
0.967867,1.453264
0.008721,-0.873962
0.660105,0.787737
0.519331,0.228548
0.463402,0.291353
0.878027,1.203807
0.116985,-0.866992
0.783742,0.995502
0.447293,0.093044
0.005511,-0.935709
0.864927,1.100510
0.013598,-0.862042
0.603063,0.592339
0.187009,-0.703975
0.664873,0.737220
0.280971,-0.180803
0.826155,1.213961
0.008809,-0.744770
0.918035,1.188950
0.431546,0.083481
0.770962,0.974419
0.863934,1.342735
0.648288,0.587417
0.477669,0.184201
0.555589,0.375816
0.954685,1.417776
0.191602,-0.373387
0.885913,1.126480
0.057685,-0.768731
0.954885,1.417588
0.365747,-0.264396
0.415282,-0.018801
0.290323,-0.208645
0.552214,0.178626
0.081589,-0.692426
0.001752,-0.888374
0.520240,0.326175
0.715928,0.696941
0.039579,-1.034492
0.841985,0.959318
0.356142,-0.058820
0.882869,1.106455
0.703277,0.742472
0.034144,-0.955876
0.149147,-0.704029
0.600952,0.336972
0.348945,-0.144087
0.323431,-0.228942
0.973718,1.522007
0.348496,-0.312669
0.866765,1.122020
0.816692,0.881016
0.402236,0.144794
0.157702,-0.606313
0.347148,-0.034254
0.349143,-0.368210
0.446252,0.160523
0.289749,-0.213355
0.745975,0.803333
0.250235,-0.361698
0.292517,-0.146339
0.987346,1.328113
0.898424,1.190875
0.686354,0.633862
0.009083,-0.889254
0.437184,0.093035
0.108555,-0.636136
0.443238,0.226292
0.171521,-0.597537
0.023136,-0.937690
0.417636,0.155384
0.888973,1.243426
0.013230,-0.895700
0.510635,0.131472
0.808994,1.089770
0.090190,-0.726119
0.735365,0.712482
0.203703,-0.526787
0.595666,0.619674
0.347933,-0.187812
0.209441,-0.249181
0.346561,-0.040990
0.318135,-0.175220
0.032353,-0.966423
0.003711,-1.113007
0.841765,1.208286
0.879581,1.190697
0.547918,0.360181
0.948481,1.522962
0.513059,0.302619
0.049182,-0.973302
0.363515,-0.158695
0.807805,0.979237
0.964884,1.366898
0.850611,1.133965
0.279406,-0.304415
0.387658,-0.151920
0.674170,0.731524
0.370475,-0.147324
0.928724,1.102836
0.923150,1.406251
0.714328,0.712852
0.605527,0.296142
0.677635,0.653795
0.521288,0.455196
0.890419,1.378845
0.238185,-0.265532
0.641450,0.623445
0.518547,0.442079
0.080565,-0.882364
0.552968,0.453601
0.719300,0.811374
0.888356,1.125020
0.777473,0.944194
0.875730,1.326094
0.197099,-0.414210
0.028403,-1.027468
0.546611,0.378376
0.167794,-0.506601
0.746221,0.943498
0.479166,0.164340
0.509471,0.350592
0.263669,-0.429624
0.082265,-0.886132
0.638155,0.643904
0.561317,0.618682
0.841396,0.964326
0.282767,-0.344285
0.668286,0.714090
0.855433,1.303096
0.411022,-0.030926
0.161570,-0.560127
0.240667,-0.350412
0.968359,1.247346
0.592126,0.427896
0.592176,0.477146
0.067935,-0.863282
0.461831,0.146539
0.285504,-0.201700
0.453927,0.112955
0.663098,0.593366
0.622299,0.555703
0.125426,-0.871273
0.578022,0.493147
0.900739,1.172142
0.278857,-0.315442
0.291238,-0.221892
0.514714,0.243431
0.384340,0.011150
0.957587,1.487244
0.247784,-0.495772
0.093950,-0.628047
0.685190,0.732085
0.051139,-0.769323
0.218935,-0.401846
0.727243,0.852796
0.887032,1.285463
0.476587,0.195239
0.318200,-0.192498
0.266250,-0.348430
0.851878,1.102160
0.979989,1.363243
0.132838,-0.655462
0.069901,-0.789582
0.679155,0.784453
0.714511,0.734722
0.297571,-0.401690
0.264292,-0.368866
0.088647,-0.748384
0.859091,1.091637
0.985801,1.510039
0.531306,0.346440
0.462628,0.266612
0.971598,1.338886
0.599061,0.606059
0.664637,0.577486
0.330978,-0.244334
0.174915,-0.569790
0.490255,0.198697
0.519961,0.290112
0.269232,-0.342256
0.989885,1.478205
0.370623,-0.100003
0.217072,-0.347784
0.176099,-0.526909
0.846966,1.137065
0.918224,1.373193
0.678854,0.775424
0.221123,-0.343189
0.210167,-0.317085
0.602182,0.526994
0.076578,-1.049819
0.524158,0.377385
0.035963,-0.780444
0.627300,0.339173
0.341894,-0.243723
0.945082,1.353291
0.643093,0.726430
0.819477,1.023691
0.020399,-0.925556
0.961517,1.438844
0.626760,0.584006
0.753314,0.865698
0.569657,0.270336
0.993684,1.510973
0.880620,1.151205
0.333420,-0.158550
0.645933,0.793905
0.300544,-0.370849
0.029144,-0.908670
0.015489,-1.014071
0.112532,-0.837285
0.567501,0.412027
0.930474,1.408442
0.945958,1.421964
0.585955,0.584269
0.135982,-0.733007
0.147083,-0.434769
0.234588,-0.418882
0.202319,-0.356275
0.244023,-0.426377
0.361778,-0.230682
0.101848,-0.677278
0.097529,-0.672786
0.536858,0.352230
0.907461,1.280303
0.425332,0.116096
0.622886,0.542968
0.844776,0.946362
0.583370,0.447053
0.714517,0.774860
0.469487,0.177031
0.073814,-0.775278
0.174633,-0.801956
0.830859,1.122940
0.108151,-0.792722
0.873342,1.337204
0.026421,-1.097085
0.427585,-0.059920
0.584233,0.462763
0.910150,1.286062
0.811305,1.117585
0.355805,0.094879
0.488275,0.202143
0.405256,0.207753
0.326781,-0.196822
0.087673,-0.665189
0.408447,-0.043521
0.938289,1.323586
0.693888,0.710094
0.936162,1.216529
0.194194,-0.574549
0.580098,0.381070
0.281359,-0.258231
0.810670,0.995121
0.523653,0.467210
0.366717,-0.217140
0.041422,-0.985200
0.554868,0.453743
0.767909,0.866054
0.308760,-0.371466
0.268929,-0.375870
0.124715,-0.567519
0.313894,-0.130126
0.177008,-0.554333
0.783434,1.146874
0.997508,1.286676
0.896326,1.287909
0.353364,-0.104332
0.714450,0.713522
0.222258,-0.350231
0.483478,0.261359
0.761591,0.846941
0.696374,0.742152
0.775970,0.929315
0.330594,-0.017855
0.308778,-0.138072
0.062636,-0.810283
0.787571,0.947058
0.383828,-0.054656
0.838649,1.282891
0.027515,-0.935358
0.645585,0.734290
0.171999,-0.574273
0.810200,0.963205
0.670644,0.762061
0.292261,-0.242298
0.871811,1.100603
0.926596,1.441962
0.652306,0.705112
0.888175,1.326824
0.204043,-0.440679
0.474124,0.158765
0.650259,0.669994
0.846884,1.130673
0.836662,1.035251
0.938286,1.297104
0.102423,-0.614628
0.603203,0.436553
0.848666,1.172317
0.850915,1.040075
0.752138,1.023777
0.256737,-0.350938
0.578978,0.496414
0.553249,0.325869
0.645591,0.502173
0.989652,1.271805
0.312661,-0.238793
0.418337,0.031612
0.768854,0.850088
0.384163,-0.047645
0.468785,0.119979
0.070735,-0.765389
0.535511,0.274358
0.580302,0.479490
0.950591,1.317295
0.954364,1.370690
0.561864,0.260253
0.601654,0.218327
0.369888,-0.156793
0.099455,-0.717041
0.703376,0.854064
0.815354,1.088772
0.719710,0.889040
0.919378,1.309668
0.920606,1.211050
0.278539,-0.245879
0.297886,-0.248633
0.347697,-0.156099
0.577851,0.458807
0.007564,-0.895362
0.010659,-1.165457
0.809368,1.034865
0.802906,0.881993
0.751232,0.878186
0.140478,-0.702184
0.985754,1.570203
0.057445,-0.847519
0.447257,0.231532
0.276824,-0.316843
0.380500,-0.031784
0.831800,1.311456
0.352280,-0.190964
0.042336,-0.891274
0.578098,0.412174
0.548101,0.371557
0.947758,1.366434
0.490345,0.092007
0.019731,-0.875565
0.978890,1.327733
0.644174,0.701381
0.379801,0.048927
0.415811,0.104921
0.716602,0.764279
0.135842,-0.755244
0.763440,0.748738
0.971240,1.418756
0.610733,0.426318
0.240373,-0.410988
0.980862,1.309335
0.221821,-0.248729
0.070287,-0.797942
0.457688,0.103053
0.426729,-0.187275
0.526739,0.316846
0.170983,-0.491536
0.853606,1.079250
0.025794,-0.840379
0.856849,0.947832
0.366124,-0.210468
0.264423,-0.149646
0.939736,1.401606
0.921003,1.378293
0.887532,1.218575
0.370677,-0.057376
0.923315,1.357270
0.036403,-0.884937
0.972859,1.373369
0.199446,-0.301853
0.589929,0.498082
0.895154,1.292518
0.151998,-0.525485
0.450668,-0.012164
0.770953,1.062442
0.037717,-0.898167
0.896217,1.294306
0.963668,1.277791
0.688519,0.744924
0.160899,-0.701771
0.762874,0.884159
0.338840,-0.179744
0.311630,-0.306227
0.779827,1.050063
0.709896,0.666942
0.059111,-0.854365
0.606209,0.557355
0.360384,-0.100397
0.529520,0.246624
0.072112,-0.829681
0.482094,0.208408
0.930116,1.447349
0.560791,0.467118
0.300323,-0.178595
0.615342,0.312458
0.257518,-0.259256
0.338814,-0.125210
0.191640,-0.566510
0.504391,0.367350
0.541454,0.211380
0.679655,0.727751
0.178065,-0.631126
0.867056,1.093050
0.203636,-0.376240
0.305914,-0.166237
0.891695,1.187878
0.031775,-0.826122
0.451376,0.288775
0.432366,0.018515
0.474265,0.175962
0.136814,-0.529468
0.978936,1.463564
0.436596,0.142572
0.772633,1.008734
0.524481,0.280967
0.152040,-0.709097
0.866854,1.105840
0.832336,0.859962
0.665559,0.879889
0.543882,0.347208
0.524719,0.280869
0.559128,0.558105
0.661251,0.719477
0.596123,0.751708
0.368611,-0.094721
0.889002,1.128358
0.074625,-0.640612
0.784982,1.132731
0.727399,0.860122
0.988318,1.395463
0.427845,0.025454
0.757627,0.991280
0.245385,-0.295922
0.148906,-0.679975
0.429696,0.092520
0.085978,-0.973132
0.114040,-0.633510
0.360774,0.010605
0.668482,0.748244
0.422621,0.047784
0.044707,-0.885423
0.306933,-0.163718
0.874742,1.211849
0.407340,0.026335
0.165998,-0.613886
0.978125,1.567645
0.507949,0.470562
0.940661,1.431661
0.568448,0.423968
0.783641,0.958263
0.798581,1.069749
0.590428,0.627483
0.551700,0.249608
0.256577,-0.299842
0.774147,0.720461
0.234050,-0.385337
0.308510,-0.106652
0.233305,-0.423083
0.573290,0.387800
0.827342,1.209711
0.322575,-0.103114
0.943150,1.399710
0.535696,0.288029
0.796731,0.998124
0.652118,0.442229
0.952314,1.484353
0.408809,0.020612
0.329728,-0.225588
0.687561,0.721822
0.587166,0.581509
0.419902,0.100505
0.039310,-0.964480
0.698940,0.530653
0.289567,-0.304423
0.522406,0.279583
0.481972,0.274811
0.048703,-0.885042
0.574422,0.299167
0.455257,0.193547
0.263683,-0.285336
0.340679,-0.215391
0.706557,0.944935
0.730799,0.936337
0.499359,0.279131
0.234742,-0.525370
0.389153,0.087021
0.466939,0.226077
0.972710,1.487583
0.068047,-0.788163
0.467836,0.132199
0.782815,1.025298
0.382959,-0.149352
0.946374,1.424804
0.286667,0.030061
0.407577,-0.099980
0.584441,0.491910
0.103556,-0.830499
0.316245,-0.384779
0.554185,0.298121
0.879101,1.375124
0.465293,0.042882
0.766313,0.825186
0.156727,-0.525232
0.537948,0.191459
0.697664,0.748968
0.370485,-0.016573
0.902722,1.133317
0.639802,0.778825
0.704851,0.773973
0.798924,1.044202
0.096366,-0.725329
0.247021,-0.335208
0.569582,0.452176
0.355306,-0.070244
0.968575,1.419022
0.441469,0.081453
0.976162,1.301819
0.485199,0.180377
0.294840,-0.215411
0.832202,1.038639
0.294564,-0.340010
0.073427,-0.804469
0.329072,-0.153544
0.588957,0.527648
0.031654,-0.638433
0.796337,0.836953
0.024920,-0.903178
0.267985,-0.090402
0.914652,1.214175
0.138003,-0.784821
0.758859,1.091189
0.394334,-0.120181
0.530581,0.436646
0.711367,0.768762
0.370568,-0.217714
0.591820,0.397229
0.848517,0.854087
0.654492,0.390086
0.855699,1.218952
0.561180,0.327322
0.950679,1.284672
0.813189,0.874417
0.415345,-0.012746
0.136549,-0.675559
0.705290,0.810582
0.593067,0.511861
0.535870,0.333603
0.438398,0.229924
0.416741,0.009692
0.901422,1.372906
0.414352,-0.242126
0.457315,-0.074977
0.973979,1.353036
0.887245,1.244759
0.398067,0.086090
0.199066,-0.471583
0.478792,0.327411
0.769828,1.042703
0.321436,-0.324601
0.257824,-0.248803
0.082630,-0.815211
0.670301,0.750986
0.313341,-0.203817
0.307567,-0.254397
0.119567,-0.595313
0.427628,0.055694
0.881542,1.370223
0.344453,0.008407
0.080598,-0.825593
0.813336,1.107957
0.450551,0.257050
0.949428,1.623331
0.514296,0.332063
0.652618,0.737022
0.216343,-0.263704
0.293129,-0.276072
0.416542,0.023216
0.919873,1.159622
0.257035,-0.369439
0.101768,-0.852027
0.518010,0.315741
0.067931,-0.754813
0.603577,0.393261
0.639870,0.721388
0.104313,-0.581950
0.715965,0.894997
0.088803,-0.849188
0.115008,-0.695870
0.182145,-0.692446
0.321285,-0.141063
0.590790,0.427063
0.891446,1.133445
0.218072,-0.305231
0.116750,-0.741453
0.481727,0.164707
0.342154,-0.191423
0.717001,0.859596
0.345415,-0.099955
0.647060,0.813737
0.368558,-0.161840
0.335203,-0.102759
0.294648,-0.085630
0.508909,0.383656
0.902064,1.246198
0.606512,0.471266
0.709917,0.857883
0.130410,-0.660377
0.684513,0.613792
0.769050,1.034052
0.173325,-0.555330
0.007674,-0.967370
0.819615,0.939434
0.572504,0.315879
0.751974,0.833231
0.485973,0.286355
0.252882,-0.517559
0.349696,-0.093722
0.620660,0.678535
0.146879,-0.546894
0.116904,-0.773044
0.197687,-0.604508
0.828296,0.961306
0.233233,-0.418535
0.340340,-0.036651
0.370479,-0.115460
0.401259,0.031386
0.940624,1.271018
0.633701,0.596705
0.463980,0.176291
0.295860,-0.290161
0.615566,0.523096
0.919747,1.163193
0.732702,0.792566
0.848088,1.107913
0.323242,-0.148916
0.071740,-0.799990
0.136945,-0.620896
0.619276,0.397473
0.203324,-0.641752
0.946340,1.217279
0.169916,-0.580649
0.065015,-0.864059
0.268851,-0.405952
0.029163,-0.961035
0.226084,-0.478580
0.938415,1.357192
0.787790,0.993674
0.531024,0.315064
0.693365,0.680059
0.033768,-0.855899
0.185581,-0.576548
0.686583,0.600468
0.724481,0.944356
0.734530,0.673020
0.661455,0.436122
0.745213,0.808872
0.005935,-0.939142
0.329070,-0.263969
0.116081,-0.702603
0.539542,0.247072
0.437524,-0.025199
0.742592,0.932157
0.620320,0.593202
0.454457,-0.095593
0.692355,0.844927
0.935138,1.384892
0.400133,-0.243405
0.228953,-0.384999
0.422650,0.179318
0.888634,1.367228
0.726605,0.879998
0.360109,-0.170409
0.990321,1.407646
0.093444,-0.868300
0.829986,0.979187
0.620091,0.592235
0.158425,-0.540650
0.509026,0.112936
0.405160,0.067709
0.473486,0.161631
0.708635,1.011102
0.362349,-0.099814
0.962283,1.605029
0.256254,-0.331834
0.460863,0.072082
0.195104,-0.333596
0.635286,0.420297
0.922505,1.395996
0.183873,-0.685042
0.804239,1.060277
0.533111,0.322610
0.588281,0.314369
0.467072,-0.053097
0.121706,-0.806125
0.289094,-0.240829
0.026162,-0.949406
0.009770,-0.972567
0.123754,-0.658825
0.218042,-0.373375
0.916532,1.464879
0.655453,0.461506
0.220580,-0.383097
0.987493,1.405042
0.651085,0.574302
0.181805,-0.467200
0.734225,0.929469
0.641733,0.698441
0.476007,0.129297
0.716728,0.834259
0.808272,0.941562
0.112135,-0.628432
0.048167,-0.797366
0.016828,-0.986928
0.205280,-0.681214
0.097767,-0.660558
0.869963,1.270264
0.514858,0.158073
0.332547,-0.147815
0.971731,1.477283
0.331036,-0.227575
0.001643,-0.919951
0.569933,0.464688
0.761470,0.700212
0.947171,1.231436
0.158849,-0.664975
0.118895,-0.563622
0.028480,-0.838219
0.554770,0.113003
0.293826,-0.377481
0.752015,0.750150
0.218481,-0.622695
0.838563,1.159071
0.823096,1.078600
0.111465,-0.676448
0.200330,-0.513813
0.731292,0.770431
0.472910,0.240091
0.812894,1.082032
0.437069,0.031160
0.620926,0.509503
0.794784,0.974592
0.880748,1.197190
0.684970,0.630173
0.731396,0.774528
0.293827,-0.314931
0.823732,0.957437
0.208115,-0.507152
0.092994,-0.769997
0.463268,0.149130
0.408441,0.110718
0.418936,-0.034131
0.513606,0.350984
0.352109,-0.161628
0.209654,-0.429203
0.689514,0.783984
0.445167,0.132251
0.667140,0.692582
0.969235,1.398169
0.122527,-0.625936
0.763575,0.952156
0.113333,-0.676533
0.862870,1.290900
0.857063,1.225487
0.704520,0.706944
0.652519,0.639815
0.336437,-0.218054
0.118160,-0.661026
0.888415,1.130062
0.862007,1.117375
0.511226,0.359763
0.135537,-0.655119
0.089047,-0.874997
0.940645,1.393064
0.420269,-0.016175
0.060100,-0.643039
0.119930,-0.710384
0.711228,0.877857
0.448735,0.095380
0.275781,-0.446440
0.943067,1.387658
0.765977,0.860036
0.874134,1.090757
0.242299,-0.540737
0.441017,0.113507
0.336146,-0.125322
0.155007,-0.781364
0.116674,-0.723402
0.220005,-0.530754
0.268805,-0.386948
0.846726,1.129208
0.908186,1.226629
0.499449,0.078508
0.898284,1.370531
0.165970,-0.710680
0.981754,1.379415
0.007949,-0.934031
0.605475,0.485643
0.529580,0.249771
0.326927,-0.131644
0.990616,1.629442
0.163672,-0.624393
0.046322,-0.781589
0.001481,-0.960029
0.895440,1.244434
0.777196,0.807370
0.148360,-0.665914
0.864300,1.004920
0.568274,0.420852
0.162104,-0.474070
0.368225,-0.033898
0.722562,0.779696
0.569489,0.515174
0.624841,0.597924
0.038886,-0.807064
0.214536,-0.440162
0.131802,-0.745712
0.335671,-0.109468
0.506634,0.008201
0.694579,0.682871
0.850872,1.067762
0.540114,0.351793
0.652063,0.500277
0.143160,-0.740474
0.679801,0.718772
0.195486,-0.400169
0.575642,0.502650
0.634950,0.493936
0.077061,-0.990165
0.106533,-0.828580
0.948204,1.476708
0.162503,-0.761479
0.620296,0.653307
0.127881,-0.593678
0.697628,1.007346
0.769713,0.993517
0.490637,0.418526
0.191314,-0.571014
0.160043,-0.626018
0.344452,-0.316178
0.421528,-0.039559
0.378229,-0.012014
0.514027,0.184221
0.563374,0.469432
0.314095,-0.205387
0.640391,0.849960
0.845516,1.216418
0.985220,1.461354
0.129570,-0.588602
0.443437,0.162694
0.354808,-0.253754
0.374578,-0.075694
0.160248,-0.456964
0.363336,0.008504
0.444941,-0.060771
0.449042,-0.047981
0.795175,0.923953
0.909737,1.287218
0.132647,-0.804589
0.141207,-0.790585
0.294860,-0.302801
0.849780,1.045727
0.241150,-0.337813
0.875778,1.101021
0.343493,0.015250
0.942064,1.350054
0.621742,0.523672
0.355128,-0.044752
0.370011,-0.075924
0.115211,-0.576796
0.535345,0.227987
0.726913,0.752149
0.155276,-0.690513
0.026522,-0.886824
0.771356,1.043717
0.150255,-0.743406
0.456131,0.190585
0.975956,1.394275
0.813963,0.919183
0.395809,-0.112380
0.529880,0.410994
0.748572,0.894846
0.744184,0.906953
0.537548,0.396533
0.077921,-0.735297
0.883327,1.383933
0.060064,-0.781086
0.097633,-0.735368
0.364571,-0.050971
0.510397,0.436630
0.002802,-0.788488
0.237058,-0.254404
0.198914,-0.322425
0.850145,1.009257
0.212855,-0.389913
0.936594,1.228377
0.498334,0.151024
0.028270,-0.830825
0.581308,0.430168
0.594550,0.586695
0.859239,1.057089
0.579221,0.445348
0.354330,-0.284189
0.531526,0.415570
0.578155,0.212370
0.751592,0.658289
0.242942,-0.230556
0.888742,1.442531
0.291403,-0.176517
0.440031,0.164415
0.922912,1.169756
0.410283,0.120023
0.400848,0.065895
0.091211,-0.760213
0.350424,-0.067337
0.366994,0.080906
0.190133,-0.507333
0.412818,-0.041163
0.481267,0.111466
0.039352,-0.967964
0.227260,-0.408611
0.074336,-0.887122
0.769980,1.165419
0.858263,1.138117
0.835097,0.968395
0.165604,-0.555183
0.106584,-0.699703
0.730985,0.902494
0.193406,-0.515734
0.576736,0.301080
0.220623,-0.775059
0.746665,1.001554
0.721103,0.890730
0.204840,-0.426644
0.987487,1.554054
0.315581,-0.231984
0.714544,0.853158
0.024334,-0.958402
0.025990,-0.890592
0.107743,-0.683630
0.819714,1.020884
0.598030,0.644289
0.070970,-0.758082
0.023693,-1.009649
0.284233,-0.235566
0.783010,0.869970
0.237303,-0.467132
0.324827,-0.207517
0.821583,0.910663
0.345618,-0.175742
0.928544,1.571028
0.784551,0.987456
0.645259,0.620497
0.789552,1.162946
0.765217,1.043496
0.716964,1.007891
0.798602,0.881381
0.464520,0.140136
0.830612,1.069228
0.482461,0.286942
0.827628,1.039055
0.680984,0.650627
0.328168,-0.125983
0.624958,0.500733
0.109337,-0.704088
0.913731,1.512897
0.900386,1.185287
0.991649,1.394946
0.972331,1.408407
0.257292,-0.204196
0.452635,0.010791
0.481413,-0.005269
0.014118,-0.857995
0.348929,-0.091497
0.572012,0.374493
0.078937,-0.886439
0.738960,0.824529
0.903142,1.379743
0.721201,0.632231
0.670018,0.682655
0.819984,1.157912
0.160282,-0.629085
0.186344,-0.510723
0.204259,-0.480985
0.839078,1.134545
0.145881,-0.578931
0.658008,0.733812
0.435083,0.051873
0.935122,1.409228
0.951466,1.336287
0.018475,-1.058876
0.079627,-0.686300
0.824240,1.060625
0.908319,1.470275
0.460116,0.101513
0.699984,0.750478
0.713457,0.991187
0.092438,-0.789240
0.414877,-0.002939
0.245127,-0.343044
0.652419,0.476686
0.322266,-0.257132
0.130198,-0.663102
0.395203,0.002076
0.741128,0.905907
0.043445,-0.899257
0.650640,0.757935
0.652975,0.596488
0.736116,0.830522
0.866390,1.290584
0.341705,-0.189405
0.296325,-0.114890
0.904221,1.395273
0.997030,1.399252
0.681071,0.634198
0.294700,-0.410024
0.183904,-0.508598
0.194893,-0.537619
0.910881,1.429641
0.120016,-0.905575
0.985098,1.569061
0.775123,0.906021
0.899739,1.267445
0.948112,1.400765
0.698802,0.691309
0.659079,0.837556
0.871231,1.117454
0.730920,0.822586
0.468349,0.272538
0.592309,0.447510
0.703638,0.659774
0.457014,-0.112372
0.119716,-0.799437
0.310100,-0.243299
0.827861,1.017448
0.931806,1.383857
0.940984,1.512110
0.247323,-0.378221
0.116480,-0.739941
0.820805,0.908890
0.966576,1.567373
0.360537,-0.033410
0.644664,0.642057
0.649597,0.693216
0.872399,1.264544
0.596441,0.519601
0.790233,0.857010
0.894284,1.388411
0.109782,-0.883335
0.924684,1.188243
0.589493,0.573333
0.770990,1.005842
0.627186,0.415067
0.665673,0.672901
0.435252,0.231565
0.003451,-0.739269
0.962060,1.305266
0.439184,0.098427
0.068266,-0.792327
0.917681,1.185102
0.945023,1.552857
0.520513,0.336068
0.024407,-1.117627
0.454013,0.048256
0.887646,1.133160
0.490686,0.214677
0.178336,-0.697862
0.680263,0.797319
0.594324,0.463673
0.309380,-0.274019
0.006545,-0.988050
0.621841,0.396851
0.503984,0.204663
0.678210,0.738008
0.114354,-0.732111
0.164005,-0.478346
0.414437,-0.090564
0.224584,-0.505982
0.289789,-0.369948
0.458301,0.227388
0.813243,1.043064
0.617069,0.598459
0.774223,1.029305
0.143802,-0.689480
0.616367,0.538639
0.401231,-0.052666
0.569678,0.393863
0.082952,-0.909260
0.472638,0.253111
0.356398,-0.099120
0.960228,1.300273
0.794516,1.098415
0.271230,-0.257620
0.555338,0.333433
0.311499,-0.192033
0.827828,1.112974
0.534618,0.213528
0.413143,-0.002837
0.247194,-0.390920
0.859331,1.079422
0.042843,-0.893953
0.282939,-0.184858
0.686767,0.723441
0.523968,0.457455
0.584623,0.505391
0.441444,0.065579
0.972652,1.379493
0.918462,1.274282
0.713790,0.861097
0.227355,-0.608264
0.122757,-0.720726
0.160464,-0.585276
0.721623,0.918419
0.069479,-0.901987
0.622758,0.478590
0.952981,1.373847
0.001474,-0.980997
0.075652,-0.743577
0.798383,0.888286
